season,round,driver,driver_points,driver_wins,driver_standings_pos
2020,13,grosjean,2.0,0,18
2020,13,kevin_magnussen,1.0,0,19
2020,13,latifi,0.0,0,20
2020,13,russell,0.0,0,21
2020,14,hamilton,307.0,10,1
2020,14,bottas,197.0,2,2
2020,14,max_verstappen,170.0,1,3
2020,14,perez,100.0,0,4
2020,14,leclerc,97.0,0,5
2020,14,ricciardo,96.0,0,6
2020,14,sainz,75.0,0,7
2020,14,norris,74.0,0,8
2020,14,albon,70.0,0,9
2020,14,gasly,63.0,1,10
2020,14,stroll,59.0,0,11
2020,14,ocon,40.0,0,12
2020,14,vettel,33.0,0,13
2020,14,kvyat,26.0,0,14
2020,14,hulkenberg,10.0,0,15
2020,14,raikkonen,4.0,0,16
2020,14,giovinazzi,4.0,0,17
2020,14,grosjean,2.0,0,18
2020,14,kevin_magnussen,1.0,0,19
2020,14,latifi,0.0,0,20
2020,14,russell,0.0,0,21
2020,15,hamilton,332.0,11,1
2020,15,bottas,201.0,2,2
2020,15,max_verstappen,189.0,1,3
2020,15,ricciardo,102.0,0,4
2020,15,perez,100.0,0,5
2020,15,leclerc,98.0,0,6
2020,15,norris,86.0,0,7
2020,15,sainz,85.0,0,8
2020,15,albon,85.0,0,9
2020,15,gasly,71.0,1,10
2020,15,stroll,59.0,0,11
2020,15,ocon,42.0,0,12
2020,15,vettel,33.0,0,13
2020,15,kvyat,26.0,0,14
2020,15,hulkenberg,10.0,0,15
2020,15,raikkonen,4.0,0,16
2020,15,giovinazzi,4.0,0,17
2020,15,grosjean,2.0,0,18
2020,15,kevin_magnussen,1.0,0,19
2020,15,latifi,0.0,0,20
2020,15,russell,0.0,0,21
2020,16,hamilton,332.0,11,1
2020,16,bottas,205.0,2,2
2020,16,max_verstappen,189.0,1,3
2020,16,perez,125.0,1,4
2020,16,ricciardo,112.0,0,5
2020,16,leclerc,98.0,0,6
2020,16,sainz,97.0,0,7
2020,16,albon,93.0,0,8
2020,16,norris,87.0,0,9
2020,16,stroll,74.0,0,10
2020,16,gasly,71.0,1,11
2020,16,ocon,60.0,0,12
2020,16,vettel,33.0,0,13
2020,16,kvyat,32.0,0,14
2020,16,hulkenberg,10.0,0,15
2020,16,raikkonen,4.0,0,16
2020,16,giovinazzi,4.0,0,17
2020,16,russell,3.0,0,18
2020,16,grosjean,2.0,0,19
2020,16,kevin_magnussen,1.0,0,20
2020,16,latifi,0.0,0,21
2020,16,aitken,0.0,0,22
2020,16,pietro_fittipaldi,0.0,0,23
2020,17,hamilton,347.0,11,1
2020,17,bottas,223.0,2,2
2020,17,max_verstappen,214.0,2,3
2020,17,perez,125.0,1,4
2020,17,ricciardo,119.0,0,5
2020,17,sainz,105.0,0,6
2020,17,albon,105.0,0,7
2020,17,leclerc,98.0,0,8
2020,17,norris,97.0,0,9
2020,17,gasly,75.0,1,10
2020,17,stroll,75.0,0,11
2020,17,ocon,62.0,0,12
2020,17,vettel,33.0,0,13
2020,17,kvyat,32.0,0,14
2020,17,hulkenberg,10.0,0,15
2020,17,raikkonen,4.0,0,16
2020,17,giovinazzi,4.0,0,17
2020,17,russell,3.0,0,18
2020,17,grosjean,2.0,0,19
2020,17,kevin_magnussen,1.0,0,20
2020,17,latifi,0.0,0,21
2020,17,aitken,0.0,0,22
2020,17,pietro_fittipaldi,0.0,0,23
2021,1,hamilton,25.0,1,1
2021,1,max_verstappen,18.0,0,2
2021,1,bottas,16.0,0,3
2021,1,norris,12.0,0,4
2021,1,perez,10.0,0,5
2021,1,leclerc,8.0,0,6
2021,1,ricciardo,6.0,0,7
2021,1,sainz,4.0,0,8
2021,1,tsunoda,2.0,0,9
2021,1,stroll,1.0,0,10
2021,1,raikkonen,0.0,0,11
2021,1,giovinazzi,0.0,0,12
2021,1,ocon,0.0,0,13
2021,1,russell,0.0,0,14
2021,1,vettel,0.0,0,15
2021,1,mick_schumacher,0.0,0,16
2021,1,gasly,0.0,0,17
2021,1,latifi,0.0,0,18
2021,1,alonso,0.0,0,19
2021,1,mazepin,0.0,0,20
2021,2,hamilton,44.0,1,1
2021,2,max_verstappen,43.0,1,2
2021,2,norris,27.0,0,3
2021,2,leclerc,20.0,0,4
2021,2,bottas,16.0,0,5
2021,2,sainz,14.0,0,6
2021,2,ricciardo,14.0,0,7
2021,2,perez,10.0,0,8
2021,2,gasly,6.0,0,9
2021,2,stroll,5.0,0,10
2021,2,tsunoda,2.0,0,11
2021,2,ocon,2.0,0,12
2021,2,alonso,1.0,0,13
2021,2,raikkonen,0.0,0,14
2021,2,giovinazzi,0.0,0,15
2021,2,russell,0.0,0,16
2021,2,vettel,0.0,0,17
2021,2,mick_schumacher,0.0,0,18
2021,2,mazepin,0.0,0,19
2021,2,latifi,0.0,0,20
2021,3,hamilton,69.0,2,1
2021,3,max_verstappen,61.0,1,2
2021,3,norris,37.0,0,3
2021,3,bottas,32.0,0,4
2021,3,leclerc,28.0,0,5
2021,3,perez,22.0,0,6
2021,3,ricciardo,16.0,0,7
2021,3,sainz,14.0,0,8
2021,3,ocon,8.0,0,9
2021,3,gasly,7.0,0,10
2021,3,stroll,5.0,0,11
2021,3,alonso,5.0,0,12
2021,3,tsunoda,2.0,0,13
2021,3,raikkonen,0.0,0,14
2021,3,giovinazzi,0.0,0,15
2021,3,vettel,0.0,0,16
2021,3,russell,0.0,0,17
2021,3,mick_schumacher,0.0,0,18
2021,3,mazepin,0.0,0,19
2021,3,latifi,0.0,0,20
2021,4,hamilton,94.0,3,1
2021,4,max_verstappen,80.0,1,2
2021,4,bottas,47.0,0,3
2021,4,norris,41.0,0,4
2021,4,leclerc,40.0,0,5
2021,4,perez,32.0,0,6
2021,4,ricciardo,24.0,0,7
2021,4,sainz,20.0,0,8
2021,4,ocon,10.0,0,9
2021,4,gasly,8.0,0,10
2021,4,stroll,5.0,0,11
2021,4,alonso,5.0,0,12
2021,4,tsunoda,2.0,0,13
2021,4,raikkonen,0.0,0,14
2021,4,giovinazzi,0.0,0,15
2021,4,vettel,0.0,0,16
2021,4,russell,0.0,0,17
2021,4,mick_schumacher,0.0,0,18
2021,4,latifi,0.0,0,19
2021,4,mazepin,0.0,0,20
2021,5,max_verstappen,105.0,2,1
2021,5,hamilton,101.0,3,2
2021,5,norris,56.0,0,3
2021,5,bottas,47.0,0,4
2021,5,perez,44.0,0,5
2021,5,leclerc,40.0,0,6
2021,5,sainz,38.0,0,7
2021,5,ricciardo,24.0,0,8
2021,5,gasly,16.0,0,9
2021,5,ocon,12.0,0,10
2021,5,vettel,10.0,0,11
2021,5,stroll,9.0,0,12
2021,5,alonso,5.0,0,13
2021,5,tsunoda,2.0,0,14
2021,5,giovinazzi,1.0,0,15
2021,5,raikkonen,0.0,0,16
2021,5,russell,0.0,0,17
2021,5,latifi,0.0,0,18
2021,5,mick_schumacher,0.0,0,19
2021,5,mazepin,0.0,0,20
2021,6,max_verstappen,105.0,2,1
2021,6,hamilton,101.0,3,2
2021,6,perez,69.0,1,3
2021,6,norris,66.0,0,4
2021,6,leclerc,52.0,0,5
2021,6,bottas,47.0,0,6
2021,6,sainz,42.0,0,7
2021,6,gasly,31.0,0,8
2021,6,vettel,28.0,0,9
2021,6,ricciardo,26.0,0,10
2021,6,alonso,13.0,0,11
2021,6,ocon,12.0,0,12
2021,6,stroll,9.0,0,13
2021,6,tsunoda,8.0,0,14
2021,6,raikkonen,1.0,0,15
2021,6,giovinazzi,1.0,0,16
2021,6,mick_schumacher,0.0,0,17
2021,6,russell,0.0,0,18
2021,6,mazepin,0.0,0,19
2021,6,latifi,0.0,0,20
2021,7,max_verstappen,131.0,3,1
2021,7,hamilton,119.0,3,2
2021,7,perez,84.0,1,3
2021,7,norris,76.0,0,4
2021,7,bottas,59.0,0,5
2021,7,leclerc,52.0,0,6
2021,7,sainz,42.0,0,7
2021,7,gasly,37.0,0,8
2021,7,ricciardo,34.0,0,9
2021,7,vettel,30.0,0,10
2021,7,alonso,17.0,0,11
2021,7,ocon,12.0,0,12
2021,7,stroll,10.0,0,13
2021,7,tsunoda,8.0,0,14
2021,7,raikkonen,1.0,0,15
2021,7,giovinazzi,1.0,0,16
2021,7,russell,0.0,0,17
2021,7,mick_schumacher,0.0,0,18
2021,7,mazepin,0.0,0,19
2021,7,latifi,0.0,0,20
2021,8,max_verstappen,156.0,4,1
2021,8,hamilton,138.0,3,2
2021,8,perez,96.0,1,3
2021,8,norris,86.0,0,4
2021,8,bottas,74.0,0,5
2021,8,leclerc,58.0,0,6
2021,8,sainz,50.0,0,7
2021,8,gasly,37.0,0,8
2021,8,ricciardo,34.0,0,9
2021,8,vettel,30.0,0,10
2021,8,alonso,19.0,0,11
2021,8,stroll,14.0,0,12
2021,8,ocon,12.0,0,13
2021,8,tsunoda,9.0,0,14
2021,8,raikkonen,1.0,0,15
2021,8,giovinazzi,1.0,0,16
2021,8,russell,0.0,0,17
2021,8,mick_schumacher,0.0,0,18
2021,8,mazepin,0.0,0,19
2021,8,latifi,0.0,0,20
2021,9,max_verstappen,182.0,5,1
2021,9,hamilton,150.0,3,2
2021,9,perez,104.0,1,3
2021,9,norris,101.0,0,4
2021,9,bottas,92.0,0,5
2021,9,leclerc,62.0,0,6
2021,9,sainz,60.0,0,7
2021,9,ricciardo,40.0,0,8
2021,9,gasly,39.0,0,9
2021,9,vettel,30.0,0,10
2021,9,alonso,20.0,0,11
2021,9,stroll,14.0,0,12
2021,9,ocon,12.0,0,13
2021,9,tsunoda,9.0,0,14
2021,9,raikkonen,1.0,0,15
2021,9,giovinazzi,1.0,0,16
2021,9,russell,0.0,0,17
2021,9,mick_schumacher,0.0,0,18
2021,9,mazepin,0.0,0,19
2021,9,latifi,0.0,0,20
2021,10,max_verstappen,185.0,5,1
2021,10,hamilton,177.0,4,2
2021,10,norris,113.0,0,3
2021,10,bottas,108.0,0,4
2021,10,perez,104.0,1,5
2021,10,leclerc,80.0,0,6
2021,10,sainz,68.0,0,7
2021,10,ricciardo,50.0,0,8
2021,10,gasly,39.0,0,9
2021,10,vettel,30.0,0,10
2021,10,alonso,26.0,0,11
2021,10,stroll,18.0,0,12
2021,10,ocon,14.0,0,13
2021,10,tsunoda,10.0,0,14
2021,10,raikkonen,1.0,0,15
2021,10,giovinazzi,1.0,0,16
2021,10,russell,0.0,0,17
2021,10,mick_schumacher,0.0,0,18
2021,10,latifi,0.0,0,19
2021,10,mazepin,0.0,0,20
2021,11,hamilton,195.0,4,1
2021,11,max_verstappen,187.0,5,2
2021,11,norris,113.0,0,3
2021,11,bottas,108.0,0,4
2021,11,perez,104.0,1,5
2021,11,sainz,83.0,0,6
2021,11,leclerc,80.0,0,7
2021,11,gasly,50.0,0,8
2021,11,ricciardo,50.0,0,9
2021,11,ocon,39.0,1,10
2021,11,alonso,38.0,0,11
2021,11,vettel,30.0,0,12
2021,11,tsunoda,18.0,0,13
2021,11,stroll,18.0,0,14
2021,11,latifi,6.0,0,15
2021,11,russell,4.0,0,16
2021,11,raikkonen,2.0,0,17
2021,11,giovinazzi,1.0,0,18
2021,11,mick_schumacher,0.0,0,19
2021,11,mazepin,0.0,0,20
2021,12,hamilton,,4,1
2021,12,max_verstappen,,6,2
2021,12,norris,113.0,0,3
2021,12,bottas,108.0,0,4
2021,12,perez,104.0,1,5
2021,12,sainz,,0,6
2021,12,leclerc,82.0,0,7
2021,12,ricciardo,56.0,0,8
2021,12,gasly,54.0,0,9
2021,12,ocon,42.0,1,10
2021,12,alonso,38.0,0,11
2021,12,vettel,35.0,0,12
2021,12,tsunoda,18.0,0,13
2021,12,stroll,18.0,0,14
2021,12,russell,13.0,0,15
2021,12,latifi,7.0,0,16
2021,12,raikkonen,2.0,0,17
2021,12,giovinazzi,1.0,0,18
2021,12,mick_schumacher,0.0,0,19
2021,12,mazepin,0.0,0,20
2021,13,max_verstappen,,7,1
2021,13,hamilton,,4,2
2021,13,bottas,123.0,0,3
2021,13,norris,114.0,0,4
2021,13,perez,108.0,1,5
2021,13,leclerc,92.0,0,6
2021,13,sainz,,0,7
2021,13,gasly,66.0,0,8
2021,13,ricciardo,56.0,0,9
2021,13,alonso,46.0,0,10
2021,13,ocon,44.0,1,11
2021,13,vettel,35.0,0,12
2021,13,tsunoda,18.0,0,13
2021,13,stroll,18.0,0,14
2021,13,russell,13.0,0,15
2021,13,latifi,7.0,0,16
2021,13,raikkonen,2.0,0,17
2021,13,giovinazzi,1.0,0,18
2021,13,mick_schumacher,0.0,0,19
2021,13,mazepin,0.0,0,20
2021,13,kubica,0.0,0,21
2021,14,max_verstappen,,7,1
2021,14,hamilton,,4,2
2021,14,bottas,141.0,0,3
2021,14,norris,132.0,0,4
2021,14,perez,118.0,1,5
2021,14,leclerc,104.0,0,6
2021,14,sainz,,0,7
2021,14,ricciardo,83.0,1,8
2021,14,gasly,66.0,0,9
2021,14,alonso,50.0,0,10
2021,14,ocon,45.0,1,11
2021,14,vettel,35.0,0,12
2021,14,stroll,24.0,0,13
2021,14,tsunoda,18.0,0,14
2021,14,russell,15.0,0,15
2021,14,latifi,7.0,0,16
2021,14,raikkonen,2.0,0,17
2021,14,giovinazzi,1.0,0,18
2021,14,mick_schumacher,0.0,0,19
2021,14,kubica,0.0,0,20
2021,14,mazepin,0.0,0,21
2021,15,hamilton,,5,1
2021,15,max_verstappen,,7,2
2021,15,bottas,151.0,0,3
2021,15,norris,139.0,0,4
2021,15,perez,120.0,1,5
2021,15,sainz,,0,6
2021,15,leclerc,104.0,0,7
2021,15,ricciardo,95.0,1,8
2021,15,gasly,66.0,0,9
2021,15,alonso,58.0,0,10
2021,15,ocon,45.0,1,11
2021,15,vettel,35.0,0,12
2021,15,stroll,24.0,0,13
2021,15,tsunoda,18.0,0,14
2021,15,russell,16.0,0,15
2021,15,latifi,7.0,0,16
2021,15,raikkonen,6.0,0,17
2021,15,giovinazzi,1.0,0,18
2021,15,mick_schumacher,0.0,0,19
2021,15,kubica,0.0,0,20
2021,15,mazepin,0.0,0,21
2021,16,max_verstappen,,7,1
2021,16,hamilton,,5,2
2021,16,bottas,177.0,1,3
2021,16,norris,145.0,0,4
2021,16,perez,135.0,1,5
2021,16,sainz,,0,6
2021,16,leclerc,116.0,0,7
2021,16,ricciardo,95.0,1,8
2021,16,gasly,74.0,0,9
2021,16,alonso,58.0,0,10
2021,16,ocon,46.0,1,11
2021,16,vettel,35.0,0,12
2021,16,stroll,26.0,0,13
2021,16,tsunoda,18.0,0,14
2021,16,russell,16.0,0,15
2021,16,latifi,7.0,0,16
2021,16,raikkonen,6.0,0,17
2021,16,giovinazzi,1.0,0,18
2021,16,mick_schumacher,0.0,0,19
2021,16,kubica,0.0,0,20
2021,16,mazepin,0.0,0,21
2021,17,max_verstappen,,8,1
2021,17,hamilton,,5,2
2021,17,bottas,185.0,1,3
2021,17,perez,150.0,1,4
2021,17,norris,149.0,0,5
2021,17,leclerc,128.0,0,6
2021,17,sainz,,0,7
2021,17,ricciardo,105.0,1,8
2021,17,gasly,74.0,0,9
2021,17,alonso,58.0,0,10
2021,17,ocon,46.0,1,11
2021,17,vettel,36.0,0,12
2021,17,stroll,26.0,0,13
2021,17,tsunoda,20.0,0,14
2021,17,russell,16.0,0,15
2021,17,latifi,7.0,0,16
2021,17,raikkonen,6.0,0,17
2021,17,giovinazzi,1.0,0,18
2021,17,mick_schumacher,0.0,0,19
2021,17,kubica,0.0,0,20
2021,17,mazepin,0.0,0,21
2021,18,max_verstappen,,9,1
2021,18,hamilton,,5,2
2021,18,bottas,185.0,1,3
2021,18,perez,165.0,1,4
2021,18,norris,150.0,0,5
2021,18,leclerc,138.0,0,6
2021,18,sainz,,0,7
2021,18,ricciardo,105.0,1,8
2021,18,gasly,86.0,0,9
2021,18,alonso,60.0,0,10
2021,18,ocon,46.0,1,11
2021,18,vettel,42.0,0,12
2021,18,stroll,26.0,0,13
2021,18,tsunoda,20.0,0,14
2021,18,russell,16.0,0,15
2021,18,raikkonen,10.0,0,16
2021,18,latifi,7.0,0,17
2021,18,giovinazzi,1.0,0,18
2021,18,mick_schumacher,0.0,0,19
2021,18,kubica,0.0,0,20
2021,18,mazepin,0.0,0,21
2021,19,max_verstappen,,9,1
2021,19,hamilton,,6,2
2021,19,bottas,203.0,1,3
2021,19,perez,178.0,1,4
2021,19,norris,151.0,0,5
2021,19,leclerc,148.0,0,6
2021,19,sainz,,0,7
2021,19,ricciardo,105.0,1,8
2021,19,gasly,92.0,0,9
2021,19,alonso,62.0,0,10
2021,19,ocon,50.0,1,11
2021,19,vettel,42.0,0,12
2021,19,stroll,26.0,0,13
2021,19,tsunoda,20.0,0,14
2021,19,russell,16.0,0,15
2021,19,raikkonen,10.0,0,16
2021,19,latifi,7.0,0,17
2021,19,giovinazzi,1.0,0,18
2021,19,mick_schumacher,0.0,0,19
2021,19,kubica,0.0,0,20
2021,19,mazepin,0.0,0,21
2021,20,max_verstappen,,9,1
2021,20,hamilton,,7,2
2021,20,bottas,203.0,1,3
2021,20,perez,190.0,1,4
2021,20,norris,153.0,0,5
2021,20,leclerc,152.0,0,6
2021,20,sainz,,0,7
2021,20,ricciardo,105.0,1,8
2021,20,gasly,92.0,0,9
2021,20,alonso,77.0,0,10
2021,20,ocon,60.0,1,11
2021,20,vettel,43.0,0,12
2021,20,stroll,34.0,0,13
2021,20,tsunoda,20.0,0,14
2021,20,russell,16.0,0,15
2021,20,raikkonen,10.0,0,16
2021,20,latifi,7.0,0,17
2021,20,giovinazzi,1.0,0,18
2021,20,mick_schumacher,0.0,0,19
2021,20,kubica,0.0,0,20
2021,20,mazepin,0.0,0,21
2021,21,max_verstappen,,9,1
2021,21,hamilton,,8,2
2021,21,bottas,218.0,1,3
2021,21,perez,190.0,1,4
2021,21,leclerc,158.0,0,5
2021,21,norris,154.0,0,6
2021,21,sainz,,0,7
2021,21,ricciardo,115.0,1,8
2021,21,gasly,100.0,0,9
2021,21,alonso,77.0,0,10
2021,21,ocon,72.0,1,11
2021,21,vettel,43.0,0,12
2021,21,stroll,34.0,0,13
2021,21,tsunoda,20.0,0,14
2021,21,russell,16.0,0,15
2021,21,raikkonen,10.0,0,16
2021,21,latifi,7.0,0,17
2021,21,giovinazzi,3.0,0,18
2021,21,mick_schumacher,0.0,0,19
2021,21,kubica,0.0,0,20
2021,21,mazepin,0.0,0,21
2021,22,max_verstappen,,10,1
2021,22,hamilton,,8,2
2021,22,bottas,226.0,1,3
2021,22,perez,190.0,1,4
2021,22,sainz,,0,5
2021,22,norris,160.0,0,6
2021,22,leclerc,159.0,0,7
2021,22,ricciardo,115.0,1,8
2021,22,gasly,110.0,0,9
2021,22,alonso,81.0,0,10
2021,22,ocon,74.0,1,11
2021,22,vettel,43.0,0,12
2021,22,stroll,34.0,0,13
2021,22,tsunoda,32.0,0,14
2021,22,russell,16.0,0,15
2021,22,raikkonen,10.0,0,16
2021,22,latifi,7.0,0,17
2021,22,giovinazzi,3.0,0,18
2021,22,mick_schumacher,0.0,0,19
2021,22,kubica,0.0,0,20
2021,22,mazepin,0.0,0,21
2022,1,leclerc,26.0,1,1
2022,1,sainz,18.0,0,2
2022,1,hamilton,15.0,0,3
2022,1,russell,12.0,0,4
2022,1,kevin_magnussen,10.0,0,5
2022,1,bottas,8.0,0,6
2022,1,ocon,6.0,0,7
2022,1,tsunoda,4.0,0,8
2022,1,alonso,2.0,0,9
2022,1,zhou,1.0,0,10
2022,1,mick_schumacher,0.0,0,11
2022,1,stroll,0.0,0,12
2022,1,albon,0.0,0,13
2022,1,ricciardo,0.0,0,14
2022,1,norris,0.0,0,15
2022,1,latifi,0.0,0,16
2022,1,hulkenberg,0.0,0,17
2022,1,perez,0.0,0,18
2022,1,max_verstappen,0.0,0,19
2022,1,gasly,0.0,0,20
2022,2,leclerc,45.0,1,1
2022,2,sainz,33.0,0,2
2022,2,max_verstappen,25.0,1,3
2022,2,russell,22.0,0,4
2022,2,hamilton,16.0,0,5
2022,2,ocon,14.0,0,6
2022,2,perez,12.0,0,7
2022,2,kevin_magnussen,12.0,0,8
2022,2,bottas,8.0,0,9
2022,2,norris,6.0,0,10
2022,2,tsunoda,4.0,0,11
2022,2,gasly,4.0,0,12
2022,2,alonso,2.0,0,13
2022,2,zhou,1.0,0,14
2022,2,mick_schumacher,0.0,0,15
2022,2,stroll,0.0,0,16
2022,2,hulkenberg,0.0,0,17
2022,2,albon,0.0,0,18
2022,2,ricciardo,0.0,0,19
2022,2,latifi,0.0,0,20
2022,3,leclerc,71.0,2,1
2022,3,russell,37.0,0,2
2022,3,sainz,33.0,0,3
2022,3,perez,30.0,0,4
2022,3,hamilton,28.0,0,5
2022,3,max_verstappen,25.0,1,6
2022,3,ocon,20.0,0,7
2022,3,norris,16.0,0,8
2022,3,kevin_magnussen,12.0,0,9
2022,3,bottas,12.0,0,10
2022,3,ricciardo,8.0,0,11
2022,3,gasly,6.0,0,12
2022,3,tsunoda,4.0,0,13
2022,3,alonso,2.0,0,14
2022,3,zhou,1.0,0,15
2022,3,albon,1.0,0,16
2022,3,mick_schumacher,0.0,0,17
2022,3,stroll,0.0,0,18
2022,3,hulkenberg,0.0,0,19
2022,3,latifi,0.0,0,20
2022,3,vettel,0.0,0,21
2022,4,leclerc,86.0,2,1
2022,4,max_verstappen,59.0,2,2
2022,4,perez,54.0,0,3
2022,4,russell,49.0,0,4
2022,4,sainz,38.0,0,5
2022,4,norris,35.0,0,6
2022,4,hamilton,28.0,0,7
2022,4,bottas,24.0,0,8
2022,4,ocon,20.0,0,9
2022,4,kevin_magnussen,15.0,0,10
2022,4,ricciardo,11.0,0,11
2022,4,tsunoda,10.0,0,12
2022,4,gasly,6.0,0,13
2022,4,vettel,4.0,0,14
2022,4,alonso,2.0,0,15
2022,4,zhou,1.0,0,16
2022,4,albon,1.0,0,17
2022,4,stroll,1.0,0,18
2022,4,mick_schumacher,0.0,0,19
2022,4,hulkenberg,0.0,0,20
2022,4,latifi,0.0,0,21
2022,5,leclerc,104.0,2,1
2022,5,max_verstappen,85.0,3,2
2022,5,perez,66.0,0,3
2022,5,russell,59.0,0,4
2022,5,sainz,53.0,0,5
2022,5,hamilton,36.0,0,6
2022,5,norris,35.0,0,7
2022,5,bottas,30.0,0,8
2022,5,ocon,24.0,0,9
2022,5,kevin_magnussen,15.0,0,10
2022,5,ricciardo,11.0,0,11
2022,5,tsunoda,10.0,0,12
2022,5,gasly,6.0,0,13
2022,5,vettel,4.0,0,14
2022,5,albon,3.0,0,15
2022,5,alonso,2.0,0,16
2022,5,stroll,2.0,0,17
2022,5,zhou,1.0,0,18
2022,5,mick_schumacher,0.0,0,19
2022,5,hulkenberg,0.0,0,20
2022,5,latifi,0.0,0,21
2022,6,max_verstappen,110.0,4,1
2022,6,leclerc,104.0,2,2
2022,6,perez,85.0,0,3
2022,6,russell,74.0,0,4
2022,6,sainz,65.0,0,5
2022,6,hamilton,46.0,0,6
2022,6,norris,39.0,0,7
2022,6,bottas,38.0,0,8
2022,6,ocon,30.0,0,9
2022,6,kevin_magnussen,15.0,0,10
2022,6,tsunoda,11.0,0,11
2022,6,ricciardo,11.0,0,12
2022,6,gasly,6.0,0,13
2022,6,vettel,4.0,0,14
2022,6,alonso,4.0,0,15
2022,6,albon,3.0,0,16
2022,6,stroll,2.0,0,17
2022,6,zhou,1.0,0,18
2022,6,mick_schumacher,0.0,0,19
2022,6,hulkenberg,0.0,0,20
2022,6,latifi,0.0,0,21
2022,7,max_verstappen,125.0,4,1
2022,7,leclerc,116.0,2,2
2022,7,perez,110.0,1,3
2022,7,russell,84.0,0,4
2022,7,sainz,83.0,0,5
2022,7,hamilton,50.0,0,6
2022,7,norris,48.0,0,7
2022,7,bottas,40.0,0,8
2022,7,ocon,30.0,0,9
2022,7,kevin_magnussen,15.0,0,10
2022,7,ricciardo,11.0,0,11
2022,7,tsunoda,11.0,0,12
2022,7,alonso,10.0,0,13
2022,7,gasly,6.0,0,14
2022,7,vettel,5.0,0,15
2022,7,albon,3.0,0,16
2022,7,stroll,2.0,0,17
2022,7,zhou,1.0,0,18
2022,7,mick_schumacher,0.0,0,19
2022,7,hulkenberg,0.0,0,20
2022,7,latifi,0.0,0,21
2022,8,max_verstappen,150.0,5,1
2022,8,perez,129.0,1,2
2022,8,leclerc,116.0,2,3
2022,8,russell,99.0,0,4
2022,8,sainz,83.0,0,5
2022,8,hamilton,62.0,0,6
2022,8,norris,50.0,0,7
2022,8,bottas,40.0,0,8
2022,8,ocon,31.0,0,9
