season,round,driver,driver_points,driver_wins,driver_standings_pos
2022,8,gasly,16.0,0,10
2022,8,alonso,16.0,0,11
2022,8,kevin_magnussen,15.0,0,12
2022,8,ricciardo,15.0,0,13
2022,8,vettel,13.0,0,14
2022,8,tsunoda,11.0,0,15
2022,8,albon,3.0,0,16
2022,8,stroll,2.0,0,17
2022,8,zhou,1.0,0,18
2022,8,mick_schumacher,0.0,0,19
2022,8,hulkenberg,0.0,0,20
2022,8,latifi,0.0,0,21
2022,9,max_verstappen,175.0,6,1
2022,9,perez,129.0,1,2
2022,9,leclerc,126.0,2,3
2022,9,russell,111.0,0,4
2022,9,sainz,102.0,0,5
2022,9,hamilton,77.0,0,6
2022,9,norris,50.0,0,7
2022,9,bottas,46.0,0,8
2022,9,ocon,39.0,0,9
2022,9,alonso,18.0,0,10
2022,9,gasly,16.0,0,11
2022,9,kevin_magnussen,15.0,0,12
2022,9,ricciardo,15.0,0,13
2022,9,vettel,13.0,0,14
2022,9,tsunoda,11.0,0,15
2022,9,zhou,5.0,0,16
2022,9,albon,3.0,0,17
2022,9,stroll,3.0,0,18
2022,9,mick_schumacher,0.0,0,19
2022,9,hulkenberg,0.0,0,20
2022,9,latifi,0.0,0,21
2022,10,max_verstappen,181.0,6,1
2022,10,perez,147.0,1,2
2022,10,leclerc,138.0,2,3
2022,10,sainz,127.0,1,4
2022,10,russell,111.0,0,5
2022,10,hamilton,93.0,0,6
2022,10,norris,58.0,0,7
2022,10,bottas,46.0,0,8
2022,10,ocon,39.0,0,9
2022,10,alonso,28.0,0,10
2022,10,gasly,16.0,0,11
2022,10,kevin_magnussen,16.0,0,12
2022,10,vettel,15.0,0,13
2022,10,ricciardo,15.0,0,14
2022,10,tsunoda,11.0,0,15
2022,10,zhou,5.0,0,16
2022,10,mick_schumacher,4.0,0,17
2022,10,albon,3.0,0,18
2022,10,stroll,3.0,0,19
2022,10,latifi,0.0,0,20
2022,10,hulkenberg,0.0,0,21
2022,11,max_verstappen,208.0,6,1
2022,11,leclerc,170.0,3,2
2022,11,perez,151.0,1,3
2022,11,sainz,133.0,1,4
2022,11,russell,128.0,0,5
2022,11,hamilton,109.0,0,6
2022,11,norris,64.0,0,7
2022,11,ocon,52.0,0,8
2022,11,bottas,46.0,0,9
2022,11,alonso,29.0,0,10
2022,11,kevin_magnussen,22.0,0,11
2022,11,ricciardo,17.0,0,12
2022,11,gasly,16.0,0,13
2022,11,vettel,15.0,0,14
2022,11,mick_schumacher,12.0,0,15
2022,11,tsunoda,11.0,0,16
2022,11,zhou,5.0,0,17
2022,11,albon,3.0,0,18
2022,11,stroll,3.0,0,19
2022,11,latifi,0.0,0,20
2022,11,hulkenberg,0.0,0,21
2022,12,max_verstappen,233.0,7,1
2022,12,leclerc,170.0,3,2
2022,12,perez,163.0,1,3
2022,12,sainz,144.0,1,4
2022,12,russell,143.0,0,5
2022,12,hamilton,127.0,0,6
2022,12,norris,70.0,0,7
2022,12,ocon,56.0,0,8
2022,12,bottas,46.0,0,9
2022,12,alonso,37.0,0,10
2022,12,kevin_magnussen,22.0,0,11
2022,12,ricciardo,19.0,0,12
2022,12,gasly,16.0,0,13
2022,12,vettel,15.0,0,14
2022,12,mick_schumacher,12.0,0,15
2022,12,tsunoda,11.0,0,16
2022,12,zhou,5.0,0,17
2022,12,stroll,4.0,0,18
2022,12,albon,3.0,0,19
2022,12,latifi,0.0,0,20
2022,12,hulkenberg,0.0,0,21
2022,13,max_verstappen,258.0,8,1
2022,13,leclerc,178.0,3,2
2022,13,perez,173.0,1,3
2022,13,russell,158.0,0,4
2022,13,sainz,156.0,1,5
2022,13,hamilton,146.0,0,6
2022,13,norris,76.0,0,7
2022,13,ocon,58.0,0,8
2022,13,bottas,46.0,0,9
2022,13,alonso,41.0,0,10
2022,13,kevin_magnussen,22.0,0,11
2022,13,ricciardo,19.0,0,12
2022,13,gasly,16.0,0,13
2022,13,vettel,16.0,0,14
2022,13,mick_schumacher,12.0,0,15
2022,13,tsunoda,11.0,0,16
2022,13,zhou,5.0,0,17
2022,13,stroll,4.0,0,18
2022,13,albon,3.0,0,19
2022,13,latifi,0.0,0,20
2022,13,hulkenberg,0.0,0,21
2022,14,max_verstappen,284.0,9,1
2022,14,perez,191.0,1,2
2022,14,leclerc,186.0,3,3
2022,14,sainz,171.0,1,4
2022,14,russell,170.0,0,5
2022,14,hamilton,146.0,0,6
2022,14,norris,76.0,0,7
2022,14,ocon,64.0,0,8
2022,14,alonso,51.0,0,9
2022,14,bottas,46.0,0,10
2022,14,kevin_magnussen,22.0,0,11
2022,14,vettel,20.0,0,12
2022,14,ricciardo,19.0,0,13
2022,14,gasly,18.0,0,14
2022,14,mick_schumacher,12.0,0,15
2022,14,tsunoda,11.0,0,16
2022,14,zhou,5.0,0,17
2022,14,albon,4.0,0,18
2022,14,stroll,4.0,0,19
2022,14,latifi,0.0,0,20
2022,14,hulkenberg,0.0,0,21
2022,15,max_verstappen,310.0,10,1
2022,15,leclerc,201.0,3,2
2022,15,perez,201.0,1,3
2022,15,russell,188.0,0,4
2022,15,sainz,175.0,1,5
2022,15,hamilton,158.0,0,6
2022,15,norris,82.0,0,7
2022,15,ocon,66.0,0,8
2022,15,alonso,59.0,0,9
2022,15,bottas,46.0,0,10
2022,15,kevin_magnussen,22.0,0,11
2022,15,vettel,20.0,0,12
2022,15,ricciardo,19.0,0,13
2022,15,gasly,18.0,0,14
2022,15,mick_schumacher,12.0,0,15
2022,15,tsunoda,11.0,0,16
2022,15,zhou,5.0,0,17
2022,15,stroll,5.0,0,18
2022,15,albon,4.0,0,19
2022,15,latifi,0.0,0,20
2022,15,hulkenberg,0.0,0,21
2022,16,max_verstappen,335.0,11,1
2022,16,leclerc,219.0,3,2
2022,16,perez,210.0,1,3
2022,16,russell,203.0,0,4
2022,16,sainz,187.0,1,5
2022,16,hamilton,168.0,0,6
2022,16,norris,88.0,0,7
2022,16,ocon,66.0,0,8
2022,16,alonso,59.0,0,9
2022,16,bottas,46.0,0,10
2022,16,gasly,22.0,0,11
2022,16,kevin_magnussen,22.0,0,12
2022,16,vettel,20.0,0,13
2022,16,ricciardo,19.0,0,14
2022,16,mick_schumacher,12.0,0,15
2022,16,tsunoda,11.0,0,16
2022,16,zhou,6.0,0,17
2022,16,stroll,5.0,0,18
2022,16,albon,4.0,0,19
2022,16,de_vries,2.0,0,20
2022,16,latifi,0.0,0,21
2022,16,hulkenberg,0.0,0,22
2022,17,max_verstappen,341.0,11,1
2022,17,leclerc,237.0,3,2
2022,17,perez,235.0,2,3
2022,17,russell,203.0,0,4
2022,17,sainz,202.0,1,5
2022,17,hamilton,170.0,0,6
2022,17,norris,100.0,0,7
2022,17,ocon,66.0,0,8
2022,17,alonso,59.0,0,9
2022,17,bottas,46.0,0,10
2022,17,ricciardo,29.0,0,11
2022,17,vettel,24.0,0,12
2022,17,gasly,23.0,0,13
2022,17,kevin_magnussen,22.0,0,14
2022,17,stroll,13.0,0,15
2022,17,mick_schumacher,12.0,0,16
2022,17,tsunoda,11.0,0,17
2022,17,zhou,6.0,0,18
2022,17,albon,4.0,0,19
2022,17,de_vries,2.0,0,20
2022,17,latifi,0.0,0,21
2022,17,hulkenberg,0.0,0,22
2022,18,max_verstappen,366.0,12,1
2022,18,perez,253.0,2,2
2022,18,leclerc,252.0,3,3
2022,18,russell,207.0,0,4
2022,18,sainz,202.0,1,5
2022,18,hamilton,180.0,0,6
2022,18,norris,101.0,0,7
2022,18,ocon,78.0,0,8
2022,18,alonso,65.0,0,9
2022,18,bottas,46.0,0,10
2022,18,vettel,32.0,0,11
2022,18,ricciardo,29.0,0,12
2022,18,gasly,23.0,0,13
2022,18,kevin_magnussen,22.0,0,14
2022,18,stroll,13.0,0,15
2022,18,mick_schumacher,12.0,0,16
2022,18,tsunoda,11.0,0,17
2022,18,zhou,6.0,0,18
2022,18,albon,4.0,0,19
2022,18,latifi,2.0,0,20
2022,18,de_vries,2.0,0,21
2022,18,hulkenberg,0.0,0,22
2022,19,max_verstappen,391.0,13,1
2022,19,leclerc,267.0,3,2
2022,19,perez,265.0,2,3
2022,19,russell,218.0,0,4
2022,19,sainz,202.0,1,5
2022,19,hamilton,198.0,0,6
2022,19,norris,109.0,0,7
2022,19,ocon,78.0,0,8
2022,19,alonso,71.0,0,9
2022,19,bottas,46.0,0,10
2022,19,vettel,36.0,0,11
2022,19,ricciardo,29.0,0,12
2022,19,kevin_magnussen,24.0,0,13
2022,19,gasly,23.0,0,14
2022,19,stroll,13.0,0,15
2022,19,mick_schumacher,12.0,0,16
2022,19,tsunoda,12.0,0,17
2022,19,zhou,6.0,0,18
2022,19,albon,4.0,0,19
2022,19,latifi,2.0,0,20
2022,19,de_vries,2.0,0,21
2022,19,hulkenberg,0.0,0,22
2022,20,max_verstappen,416.0,14,1
2022,20,perez,280.0,2,2
2022,20,leclerc,275.0,3,3
2022,20,russell,231.0,0,4
2022,20,hamilton,216.0,0,5
2022,20,sainz,212.0,1,6
2022,20,norris,111.0,0,7
2022,20,ocon,82.0,0,8
2022,20,alonso,71.0,0,9
2022,20,bottas,47.0,0,10
2022,20,vettel,36.0,0,11
2022,20,ricciardo,35.0,0,12
2022,20,kevin_magnussen,24.0,0,13
2022,20,gasly,23.0,0,14
2022,20,stroll,13.0,0,15
2022,20,mick_schumacher,12.0,0,16
2022,20,tsunoda,12.0,0,17
2022,20,zhou,6.0,0,18
2022,20,albon,4.0,0,19
2022,20,latifi,2.0,0,20
2022,20,de_vries,2.0,0,21
2022,20,hulkenberg,0.0,0,22
2022,21,max_verstappen,429.0,14,1
2022,21,leclerc,290.0,3,2
2022,21,perez,290.0,2,3
2022,21,russell,265.0,1,4
2022,21,hamilton,240.0,0,5
2022,21,sainz,234.0,1,6
2022,21,norris,113.0,0,7
2022,21,ocon,86.0,0,8
2022,21,alonso,81.0,0,9
2022,21,bottas,49.0,0,10
2022,21,vettel,36.0,0,11
2022,21,ricciardo,35.0,0,12
2022,21,kevin_magnussen,25.0,0,13
2022,21,gasly,23.0,0,14
2022,21,stroll,14.0,0,15
2022,21,mick_schumacher,12.0,0,16
2022,21,tsunoda,12.0,0,17
2022,21,zhou,6.0,0,18
2022,21,albon,4.0,0,19
2022,21,latifi,2.0,0,20
2022,21,de_vries,2.0,0,21
2022,21,hulkenberg,0.0,0,22
2022,22,max_verstappen,454.0,15,1
2022,22,leclerc,308.0,3,2
2022,22,perez,305.0,2,3
2022,22,russell,275.0,1,4
2022,22,sainz,246.0,1,5
2022,22,hamilton,240.0,0,6
2022,22,norris,122.0,0,7
2022,22,ocon,92.0,0,8
2022,22,alonso,81.0,0,9
2022,22,bottas,49.0,0,10
2022,22,ricciardo,37.0,0,11
2022,22,vettel,37.0,0,12
2022,22,kevin_magnussen,25.0,0,13
2022,22,gasly,23.0,0,14
2022,22,stroll,18.0,0,15
2022,22,mick_schumacher,12.0,0,16
2022,22,tsunoda,12.0,0,17
2022,22,zhou,6.0,0,18
2022,22,albon,4.0,0,19
2022,22,latifi,2.0,0,20
2022,22,de_vries,2.0,0,21
2022,22,hulkenberg,0.0,0,22
2023,1,max_verstappen,25.0,1,1
2023,1,perez,18.0,0,2
2023,1,alonso,15.0,0,3
2023,1,sainz,12.0,0,4
2023,1,hamilton,10.0,0,5
2023,1,stroll,8.0,0,6
2023,1,russell,6.0,0,7
2023,1,bottas,4.0,0,8
2023,1,gasly,2.0,0,9
2023,1,albon,1.0,0,10
2023,1,tsunoda,0.0,0,11
2023,1,sargeant,0.0,0,12
2023,1,kevin_magnussen,0.0,0,13
2023,1,de_vries,0.0,0,14
2023,1,hulkenberg,0.0,0,15
2023,1,zhou,0.0,0,16
2023,1,norris,0.0,0,17
2023,1,ocon,0.0,0,18
2023,1,leclerc,0.0,0,19
2023,1,piastri,0.0,0,20
2023,2,max_verstappen,44.0,1,1
2023,2,perez,43.0,1,2
2023,2,alonso,30.0,0,3
2023,2,sainz,20.0,0,4
2023,2,hamilton,20.0,0,5
2023,2,russell,18.0,0,6
2023,2,stroll,8.0,0,7
2023,2,leclerc,6.0,0,8
2023,2,bottas,4.0,0,9
2023,2,ocon,4.0,0,10
2023,2,gasly,4.0,0,11
2023,2,kevin_magnussen,1.0,0,12
2023,2,albon,1.0,0,13
2023,2,tsunoda,0.0,0,14
2023,2,hulkenberg,0.0,0,15
2023,2,sargeant,0.0,0,16
2023,2,zhou,0.0,0,17
2023,2,de_vries,0.0,0,18
2023,2,piastri,0.0,0,19
2023,2,norris,0.0,0,20
2023,3,max_verstappen,69.0,2,1
2023,3,perez,54.0,1,2
2023,3,alonso,45.0,0,3
2023,3,hamilton,38.0,0,4
2023,3,sainz,20.0,0,5
2023,3,stroll,20.0,0,6
2023,3,russell,18.0,0,7
2023,3,norris,8.0,0,8
2023,3,hulkenberg,6.0,0,9
2023,3,leclerc,6.0,0,10
2023,3,bottas,4.0,0,11
2023,3,ocon,4.0,0,12
2023,3,piastri,4.0,0,13
2023,3,gasly,4.0,0,14
2023,3,zhou,2.0,0,15
2023,3,tsunoda,1.0,0,16
2023,3,kevin_magnussen,1.0,0,17
2023,3,albon,1.0,0,18
2023,3,sargeant,0.0,0,19
2023,3,de_vries,0.0,0,20
2023,4,max_verstappen,93.0,2,1
2023,4,perez,87.0,2,2
2023,4,alonso,60.0,0,3
2023,4,hamilton,48.0,0,4
2023,4,sainz,34.0,0,5
2023,4,leclerc,28.0,0,6
2023,4,russell,28.0,0,7
2023,4,stroll,27.0,0,8
2023,4,norris,10.0,0,9
2023,4,hulkenberg,6.0,0,10
2023,4,piastri,4.0,0,11
2023,4,bottas,4.0,0,12
2023,4,ocon,4.0,0,13
2023,4,gasly,4.0,0,14
2023,4,zhou,2.0,0,15
2023,4,tsunoda,2.0,0,16
2023,4,albon,1.0,0,17
2023,4,kevin_magnussen,1.0,0,18
2023,4,sargeant,0.0,0,19
2023,4,de_vries,0.0,0,20
2023,5,max_verstappen,119.0,3,1
2023,5,perez,105.0,2,2
2023,5,alonso,75.0,0,3
2023,5,hamilton,56.0,0,4
2023,5,sainz,44.0,0,5
2023,5,russell,40.0,0,6
2023,5,leclerc,34.0,0,7
2023,5,stroll,27.0,0,8
2023,5,norris,10.0,0,9
2023,5,gasly,8.0,0,10
2023,5,hulkenberg,6.0,0,11
2023,5,ocon,6.0,0,12
2023,5,bottas,4.0,0,13
2023,5,piastri,4.0,0,14
2023,5,zhou,2.0,0,15
2023,5,tsunoda,2.0,0,16
2023,5,kevin_magnussen,2.0,0,17
2023,5,albon,1.0,0,18
2023,5,sargeant,0.0,0,19
2023,5,de_vries,0.0,0,20
2023,6,max_verstappen,144.0,4,1
2023,6,perez,105.0,2,2
2023,6,alonso,93.0,0,3
2023,6,hamilton,69.0,0,4
2023,6,russell,50.0,0,5
2023,6,sainz,48.0,0,6
2023,6,leclerc,42.0,0,7
2023,6,stroll,27.0,0,8
2023,6,ocon,21.0,0,9
2023,6,gasly,14.0,0,10
2023,6,norris,12.0,0,11
2023,6,hulkenberg,6.0,0,12
2023,6,piastri,5.0,0,13
2023,6,bottas,4.0,0,14
2023,6,zhou,2.0,0,15
2023,6,tsunoda,2.0,0,16
2023,6,kevin_magnussen,2.0,0,17
2023,6,albon,1.0,0,18
2023,6,de_vries,0.0,0,19
2023,6,sargeant,0.0,0,20
2023,7,max_verstappen,170.0,5,1
2023,7,perez,117.0,2,2
2023,7,alonso,99.0,0,3
2023,7,hamilton,87.0,0,4
2023,7,russell,65.0,0,5
2023,7,sainz,58.0,0,6
2023,7,leclerc,42.0,0,7
2023,7,stroll,35.0,0,8
2023,7,ocon,25.0,0,9
2023,7,gasly,15.0,0,10
2023,7,norris,12.0,0,11
2023,7,hulkenberg,6.0,0,12
2023,7,piastri,5.0,0,13
2023,7,bottas,4.0,0,14
2023,7,zhou,4.0,0,15
2023,7,tsunoda,2.0,0,16
2023,7,kevin_magnussen,2.0,0,17
2023,7,albon,1.0,0,18
2023,7,de_vries,0.0,0,19
2023,7,sargeant,0.0,0,20
2023,8,max_verstappen,195.0,6,1
2023,8,perez,126.0,2,2
2023,8,alonso,117.0,0,3
2023,8,hamilton,102.0,0,4
2023,8,sainz,68.0,0,5
2023,8,russell,65.0,0,6
2023,8,leclerc,54.0,0,7
2023,8,stroll,37.0,0,8
2023,8,ocon,29.0,0,9
2023,8,gasly,15.0,0,10
2023,8,norris,12.0,0,11
2023,8,albon,7.0,0,12
2023,8,hulkenberg,6.0,0,13
2023,8,piastri,5.0,0,14
2023,8,bottas,5.0,0,15
2023,8,zhou,4.0,0,16
2023,8,tsunoda,2.0,0,17
2023,8,kevin_magnussen,2.0,0,18
2023,8,de_vries,0.0,0,19
2023,8,sargeant,0.0,0,20
2023,9,max_verstappen,229.0,7,1
2023,9,perez,148.0,2,2
2023,9,alonso,131.0,0,3
2023,9,hamilton,106.0,0,4
2023,9,sainz,82.0,0,5
2023,9,leclerc,72.0,0,6
2023,9,russell,72.0,0,7
2023,9,stroll,44.0,0,8
2023,9,ocon,31.0,0,9
2023,9,norris,24.0,0,10
2023,9,gasly,16.0,0,11
2023,9,hulkenberg,9.0,0,12
2023,9,albon,7.0,0,13
2023,9,piastri,5.0,0,14
2023,9,bottas,5.0,0,15
2023,9,zhou,4.0,0,16
2023,9,tsunoda,2.0,0,17
2023,9,kevin_magnussen,2.0,0,18
2023,9,sargeant,0.0,0,19
2023,9,de_vries,0.0,0,20
2023,10,max_verstappen,255.0,8,1
2023,10,perez,156.0,2,2
2023,10,alonso,137.0,0,3
2023,10,hamilton,121.0,0,4
2023,10,sainz,83.0,0,5
2023,10,russell,82.0,0,6
2023,10,leclerc,74.0,0,7
2023,10,stroll,44.0,0,8
2023,10,norris,42.0,0,9
2023,10,ocon,31.0,0,10
2023,10,piastri,17.0,0,11
2023,10,gasly,16.0,0,12
2023,10,albon,11.0,0,13
2023,10,hulkenberg,9.0,0,14
2023,10,bottas,5.0,0,15
2023,10,zhou,4.0,0,16
2023,10,tsunoda,2.0,0,17
2023,10,kevin_magnussen,2.0,0,18
2023,10,sargeant,0.0,0,19
2023,10,de_vries,0.0,0,20
2023,11,max_verstappen,281.0,9,1
2023,11,perez,171.0,2,2
2023,11,alonso,139.0,0,3
2023,11,hamilton,133.0,0,4
2023,11,russell,90.0,0,5
2023,11,sainz,87.0,0,6
2023,11,leclerc,80.0,0,7
2023,11,norris,60.0,0,8
2023,11,stroll,45.0,0,9
2023,11,ocon,31.0,0,10
2023,11,piastri,27.0,0,11
2023,11,gasly,16.0,0,12
2023,11,albon,11.0,0,13
2023,11,hulkenberg,9.0,0,14
2023,11,bottas,5.0,0,15
2023,11,zhou,4.0,0,16
2023,11,tsunoda,2.0,0,17
2023,11,kevin_magnussen,2.0,0,18
2023,11,sargeant,0.0,0,19
2023,11,de_vries,0.0,0,20
2023,11,ricciardo,0.0,0,21
2023,12,max_verstappen,314.0,10,1
2023,12,perez,189.0,2,2
2023,12,alonso,149.0,0,3
2023,12,hamilton,148.0,0,4
2023,12,leclerc,99.0,0,5
2023,12,russell,99.0,0,6
2023,12,sainz,92.0,0,7
2023,12,norris,69.0,0,8
2023,12,stroll,47.0,0,9
2023,12,ocon,35.0,0,10
2023,12,piastri,34.0,0,11
2023,12,gasly,22.0,0,12
2023,12,albon,11.0,0,13
2023,12,hulkenberg,9.0,0,14
2023,12,bottas,5.0,0,15
2023,12,zhou,4.0,0,16
2023,12,tsunoda,3.0,0,17
2023,12,kevin_magnussen,2.0,0,18
2023,12,sargeant,0.0,0,19
2023,12,de_vries,0.0,0,20
2023,12,ricciardo,0.0,0,21
2023,13,max_verstappen,339.0,11,1
2023,13,perez,201.0,2,2
2023,13,alonso,168.0,0,3
2023,13,hamilton,156.0,0,4
2023,13,sainz,102.0,0,5
2023,13,leclerc,99.0,0,6
2023,13,russell,99.0,0,7
2023,13,norris,75.0,0,8
2023,13,stroll,47.0,0,9
2023,13,gasly,37.0,0,10
2023,13,ocon,36.0,0,11
2023,13,piastri,36.0,0,12
2023,13,albon,15.0,0,13
2023,13,hulkenberg,9.0,0,14
2023,13,bottas,5.0,0,15
2023,13,zhou,4.0,0,16
2023,13,tsunoda,3.0,0,17
2023,13,kevin_magnussen,2.0,0,18
2023,13,sargeant,0.0,0,19
2023,13,de_vries,0.0,0,20
2023,13,ricciardo,0.0,0,21
2023,13,lawson,0.0,0,22
2023,14,max_verstappen,364.0,12,1
2023,14,perez,219.0,2,2
2023,14,alonso,170.0,0,3
2023,14,hamilton,164.0,0,4
2023,14,sainz,117.0,0,5
2023,14,leclerc,111.0,0,6
2023,14,russell,109.0,0,7
2023,14,norris,79.0,0,8
2023,14,stroll,47.0,0,9
2023,14,gasly,37.0,0,10
2023,14,ocon,36.0,0,11
2023,14,piastri,36.0,0,12
2023,14,albon,21.0,0,13
2023,14,hulkenberg,9.0,0,14
2023,14,bottas,6.0,0,15
2023,14,zhou,4.0,0,16
2023,14,tsunoda,3.0,0,17
2023,14,kevin_magnussen,2.0,0,18
2023,14,sargeant,0.0,0,19
2023,14,lawson,0.0,0,20
2023,14,de_vries,0.0,0,21
2023,14,ricciardo,0.0,0,22
2023,15,max_verstappen,374.0,12,1
2023,15,perez,223.0,2,2
2023,15,hamilton,180.0,0,3
2023,15,alonso,170.0,0,4
2023,15,sainz,142.0,1,5
2023,15,leclerc,123.0,0,6
2023,15,russell,109.0,0,7
2023,15,norris,97.0,0,8
2023,15,stroll,47.0,0,9
2023,15,gasly,45.0,0,10
2023,15,piastri,42.0,0,11
2023,15,ocon,36.0,0,12
2023,15,albon,21.0,0,13
2023,15,hulkenberg,9.0,0,14
2023,15,bottas,6.0,0,15
2023,15,zhou,4.0,0,16
2023,15,tsunoda,3.0,0,17
2023,15,kevin_magnussen,3.0,0,18
2023,15,lawson,2.0,0,19
2023,15,sargeant,0.0,0,20
2023,15,de_vries,0.0,0,21
2023,15,ricciardo,0.0,0,22
2023,16,max_verstappen,400.0,13,1
2023,16,perez,223.0,2,2
2023,16,hamilton,190.0,0,3
2023,16,alonso,174.0,0,4
2023,16,sainz,150.0,1,5
2023,16,leclerc,135.0,0,6
2023,16,norris,115.0,0,7
2023,16,russell,115.0,0,8
2023,16,piastri,57.0,0,9
2023,16,stroll,47.0,0,10
2023,16,gasly,46.0,0,11
2023,16,ocon,38.0,0,12
2023,16,albon,21.0,0,13
2023,16,hulkenberg,9.0,0,14
2023,16,bottas,6.0,0,15
2023,16,zhou,4.0,0,16
2023,16,tsunoda,3.0,0,17
2023,16,kevin_magnussen,3.0,0,18
2023,16,lawson,2.0,0,19
2023,16,sargeant,0.0,0,20
2023,16,de_vries,0.0,0,21
2023,16,ricciardo,0.0,0,22
2023,17,max_verstappen,433.0,14,1
2023,17,perez,224.0,2,2
2023,17,hamilton,194.0,0,3
2023,17,alonso,183.0,0,4
2023,17,sainz,153.0,1,5
2023,17,leclerc,145.0,0,6
2023,17,norris,136.0,0,7
2023,17,russell,132.0,0,8
2023,17,piastri,83.0,0,9
2023,17,stroll,47.0,0,10
2023,17,gasly,46.0,0,11
2023,17,ocon,44.0,0,12
2023,17,albon,23.0,0,13
2023,17,bottas,10.0,0,14
2023,17,hulkenberg,9.0,0,15
2023,17,zhou,6.0,0,16
2023,17,tsunoda,3.0,0,17
2023,17,kevin_magnussen,3.0,0,18
2023,17,lawson,2.0,0,19
2023,17,sargeant,0.0,0,20
2023,17,de_vries,0.0,0,21
2023,17,ricciardo,0.0,0,22
2023,18,max_verstappen,466.0,15,1
2023,18,perez,240.0,2,2
2023,18,hamilton,201.0,0,3
2023,18,alonso,183.0,0,4
2023,18,sainz,171.0,1,5
2023,18,norris,159.0,0,6
2023,18,leclerc,151.0,0,7
2023,18,russell,143.0,0,8
2023,18,piastri,83.0,0,9
2023,18,gasly,56.0,0,10
2023,18,stroll,53.0,0,11
2023,18,ocon,44.0,0,12
2023,18,albon,25.0,0,13
2023,18,bottas,10.0,0,14
2023,18,hulkenberg,9.0,0,15
2023,18,tsunoda,8.0,0,16
2023,18,zhou,6.0,0,17
2023,18,kevin_magnussen,3.0,0,18
2023,18,lawson,2.0,0,19
2023,18,sargeant,1.0,0,20
2023,18,de_vries,0.0,0,21
2023,18,ricciardo,0.0,0,22
